i,j,AR,area
52,77,9.24464,0.000577363
52,78,9.35269,0.00058401
52,79,9.46076,0.000590658
52,80,9.56884,0.000597306
52,81,9.67693,0.000603954
52,82,9.78504,0.000610601
52,83,9.89317,0.000617249
52,84,10.0013,0.000623897
52,85,10.1095,0.000630544
52,86,10.2176,0.000637192
52,87,10.3258,0.00064384
52,88,10.434,0.000650488
52,89,10.5422,0.000657135
52,90,10.6504,0.000663783
52,91,10.7586,0.000670431
52,92,10.8669,0.000677079
52,93,10.9751,0.000683726
52,94,11.0833,0.000690374
52,95,11.1916,0.000697022
52,96,11.2999,0.00070367
52,97,11.4082,0.000710317
52,98,11.5165,0.000716965
52,99,11.6248,0.000723613
53,0,1.28067,6.68263e-05
53,1,1.33755,7.25011e-05
53,2,1.39786,7.81759e-05
53,3,1.46117,8.38507e-05
53,4,1.52711,8.95255e-05
53,5,1.59535,9.52003e-05
53,6,1.66562,0.000100875
53,7,1.73766,0.00010655
53,8,1.81126,0.000112225
53,9,1.88624,0.0001179
53,10,1.96244,0.000123574
53,11,2.03973,0.000129249
53,12,2.11799,0.000134924
53,13,2.19711,0.000140599
53,14,2.277,0.000146274
53,15,2.35758,0.000151948
53,16,2.4388,0.000157623
53,17,2.52057,0.000163298
53,18,2.60286,0.000168973
53,19,2.68561,0.000174648
53,20,2.76879,0.000180322
53,21,2.85235,0.000185997
53,22,2.93627,0.000191672
53,23,3.02051,0.000197347
53,24,3.10505,0.000203022
53,25,3.18986,0.000208696
53,26,3.27492,0.000214371
53,27,3.36022,0.000220046
53,28,3.44573,0.000225721
53,29,3.53145,0.000231396
53,30,3.61734,0.00023707
53,31,3.70342,0.000242745
53,32,3.78965,0.00024842
53,33,3.87603,0.000254095
53,34,3.96256,0.00025977
53,35,4.04922,0.000265444
53,36,4.136,0.000271119
53,37,4.22289,0.000276794
53,38,4.3099,0.000282469
53,39,4.397,0.000288144
53,40,4.48421,0.000293818
53,41,4.5715,0.000299493
53,42,4.65888,0.000305168
53,43,4.74634,0.000310843
53,44,4.83388,0.000316518
53,45,4.92149,0.000322192
53,46,5.00917,0.000327867
53,47,5.09691,0.000333542
53,48,5.18472,0.000339217
53,49,5.27258,0.000344892
53,50,5.3605,0.000350566
53,51,5.44848,0.000356241
53,52,5.5365,0.000361916
53,53,5.62457,0.000367591
53,54,5.71269,0.000373266
53,55,5.80085,0.00037894
53,56,5.88906,0.000384615
53,57,5.9773,0.00039029
53,58,6.06559,0.000395965
53,59,6.15391,0.00040164
53,60,6.24226,0.000407315
53,61,6.33065,0.000412989
53,62,6.41907,0.000418664
53,63,6.50752,0.000424339
53,64,6.596,0.000430014
53,65,6.68451,0.000435689
53,66,6.77305,0.000441363
53,67,6.86161,0.000447038
53,68,6.9502,0.000452713
53,69,7.03882,0.000458388
53,70,7.12745,0.000464063
53,71,7.21611,0.000469737
53,72,7.30479,0.000475412
53,73,7.3935,0.000481087
53,74,7.48222,0.000486762
53,75,7.57096,0.000492437
53,76,7.65972,0.000498111
53,77,7.7485,0.000503786
53,78,7.8373,0.000509461
53,79,7.92611,0.000515136
53,80,8.01494,0.000520811
53,81,8.10379,0.000526485
53,82,8.19265,0.00053216
53,83,8.28153,0.000537835
53,84,8.37042,0.00054351
53,85,8.45932,0.000549185
53,86,8.54824,0.000554859
53,87,8.63717,0.000560534
53,88,8.72612,0.000566209
53,89,8.81507,0.000571884
53,90,8.90404,0.000577559
53,91,8.99302,0.000583233
53,92,9.08201,0.000588908
53,93,9.17102,0.000594583
53,94,9.26003,0.000600258
53,95,9.34905,0.000605933
53,96,9.43809,0.000611607
53,97,9.52713,0.000617282
53,98,9.61618,0.000622957
53,99,9.70524,0.000628632
54,0,1.24454,6.89613e-05
54,1,1.29453,7.40232e-05
54,2,1.3471,7.90851e-05
54,3,1.40194,8.4147e-05
54,4,1.45882,8.92089e-05
54,5,1.51749,9.42708e-05
54,6,1.57775,9.93327e-05
54,7,1.63944,0.000104395
54,8,1.7024,0.000109457
54,9,1.76648,0.000114518
54,10,1.83158,0.00011958
54,11,1.89759,0.000124642
54,12,1.96441,0.000129704
54,13,2.03197,0.000134766
54,14,2.1002,0.000139828
54,15,2.16902,0.00014489
54,16,2.2384,0.000149952
54,17,2.30827,0.000155014
54,18,2.37859,0.000160076
54,19,2.44933,0.000165137
54,20,2.52045,0.000170199
54,21,2.59192,0.000175261
54,22,2.66371,0.000180323
54,23,2.73579,0.000185385
54,24,2.80815,0.000190447
54,25,2.88075,0.000195509
54,26,2.9536,0.000200571
54,27,3.02665,0.000205633
54,28,3.09991,0.000210695
54,29,3.17336,0.000215757
54,30,3.24698,0.000220818
54,31,3.32076,0.00022588
54,32,3.39469,0.000230942
54,33,3.46877,0.000236004
54,34,3.54298,0.000241066
54,35,3.61732,0.000246128
54,36,3.69178,0.00025119
54,37,3.76634,0.000256252
54,38,3.84101,0.000261314
54,39,3.91578,0.000266376
54,40,3.99064,0.000271438
54,41,4.06559,0.000276499
54,42,4.14062,0.000281561
54,43,4.21573,0.000286623
54,44,4.29092,0.000291685
54,45,4.36617,0.000296747
54,46,4.44149,0.000301809
54,47,4.51688,0.000306871
54,48,4.59233,0.000311933
54,49,4.66783,0.000316995
54,50,4.74339,0.000322057
54,51,4.819,0.000327118
54,52,4.89466,0.00033218
54,53,4.97037,0.000337242
54,54,5.04612,0.000342304
54,55,5.12192,0.000347366
54,56,5.19776,0.000352428
54,57,5.27364,0.00035749
54,58,5.34955,0.000362552
54,59,5.42551,0.000367614
54,60,5.5015,0.000372676
54,61,5.57752,0.000377738
54,62,5.65357,0.000382799
54,63,5.72965,0.000387861
54,64,5.80577,0.000392923
54,65,5.88191,0.000397985
54,66,5.95808,0.000403047
54,67,6.03428,0.000408109
54,68,6.1105,0.000413171
54,69,6.18674,0.000418233
54,70,6.26301,0.000423295
54,71,6.33931,0.000428357
54,72,6.41562,0.000433418
54,73,6.49196,0.00043848
54,74,6.56831,0.000443542
54,75,6.64469,0.000448604
54,76,6.72108,0.000453666
54,77,6.79749,0.000458728
54,78,6.87392,0.00046379
54,79,6.95037,0.000468852
54,80,7.02684,0.000473914
54,81,7.10332,0.000478976
54,82,7.17981,0.000484038
54,83,7.25632,0.000489099
54,84,7.33285,0.000494161
54,85,7.40939,0.000499223
54,86,7.48594,0.000504285
54,87,7.56251,0.000509347
54,88,7.63909,0.000514409
54,89,7.71568,0.000519471
54,90,7.79228,0.000524533
54,91,7.8689,0.000529595
54,92,7.94553,0.000534657
54,93,8.02216,0.000539719
54,94,8.09881,0.00054478
54,95,8.17547,0.000549842
54,96,8.25214,0.000554904
54,97,8.32882,0.000559966
54,98,8.40551,0.000565028
54,99,8.48221,0.00057009
55,0,1.21565,7.13278e-05
55,1,1.26115,7.59613e-05
55,2,1.30864,8.05948e-05
55,3,1.35791,8.52284e-05
55,4,1.40879,8.98619e-05
55,5,1.46111,9.44954e-05
55,6,1.5147,9.91289e-05
55,7,1.56946,0.000103762
55,8,1.62524,0.000108396
55,9,1.68196,0.00011303
55,10,1.73953,0.000117663
55,11,1.79785,0.000122297
55,12,1.85687,0.00012693
55,13,1.91651,0.000131564
55,14,1.97672,0.000136197
55,15,2.03745,0.000140831
55,16,2.09865,0.000145464
55,17,2.16029,0.000150098
55,18,2.22232,0.000154731
55,19,2.28472,0.000159365
55,20,2.34745,0.000163998
55,21,2.4105,0.000168632
55,22,2.47383,0.000173265
55,23,2.53742,0.000177899
55,24,2.60126,0.000182532
55,25,2.66533,0.000187166
55,26,2.72961,0.000191799
55,27,2.79409,0.000196433
55,28,2.85875,0.000201067
55,29,2.92358,0.0002057
55,30,2.98857,0.000210334
55,31,3.05371,0.000214967
55,32,3.119,0.000219601
55,33,3.18441,0.000224234
55,34,3.24995,0.000228868
55,35,3.3156,0.000233501
55,36,3.38137,0.000238135
55,37,3.44724,0.000242768
55,38,3.5132,0.000247402
55,39,3.57926,0.000252035
55,40,3.64541,0.000256669
55,41,3.71164,0.000261302
55,42,3.77795,0.000265936
55,43,3.84433,0.000270569
55,44,3.91078,0.000275203
55,45,3.9773,0.000279836
55,46,4.04388,0.00028447
55,47,4.11052,0.000289104
55,48,4.17723,0.000293737
55,49,4.24398,0.000298371
55,50,4.31079,0.000303004
55,51,4.37765,0.000307638
55,52,4.44455,0.000312271
55,53,4.5115,0.000316905
55,54,4.5785,0.000321538
55,55,4.64554,0.000326172
55,56,4.71261,0.000330805
55,57,4.77973,0.000335439
55,58,4.84688,0.000340072
55,59,4.91407,0.000344706
55,60,4.98129,0.000349339
55,61,5.04854,0.000353973
55,62,5.11583,0.000358606
55,63,5.18314,0.00036324
55,64,5.25048,0.000367873
55,65,5.31785,0.000372507
55,66,5.38525,0.000377141
55,67,5.45267,0.000381774
55,68,5.52012,0.000386408
55,69,5.58759,0.000391041
55,70,5.65509,0.000395675
55,71,5.7226,0.000400308
55,72,5.79014,0.000404942
55,73,5.8577,0.000409575
55,74,5.92528,0.000414209
55,75,5.99287,0.000418842
55,76,6.06049,0.000423476
55,77,6.12812,0.000428109
55,78,6.19578,0.000432743
55,79,6.26344,0.000437376
55,80,6.33113,0.00044201
55,81,6.39883,0.000446643
55,82,6.46655,0.000451277
55,83,6.53428,0.00045591
55,84,6.60202,0.000460544
55,85,6.66978,0.000465177
55,86,6.73755,0.000469811
55,87,6.80534,0.000474445
55,88,6.87314,0.000479078
55,89,6.94095,0.000483712
55,90,7.00877,0.000488345
55,91,7.0766,0.000492979
55,92,7.14445,0.000497612
55,93,7.2123,0.000502246
55,94,7.28017,0.000506879
55,95,7.34805,0.000511513
55,96,7.41594,0.000516146
55,97,7.48383,0.00052078
55,98,7.55174,0.000525413
55,99,7.61966,0.000530047
56,0,1.19139,7.3727e-05
56,1,1.23371,7.80417e-05
56,2,1.27761,8.23563e-05
56,3,1.32294,8.6671e-05
56,4,1.36956,9.09857e-05
56,5,1.41735,9.53003e-05
56,6,1.46618,9.9615e-05
56,7,1.51595,0.00010393
56,8,1.56658,0.000108244
56,9,1.61799,0.000112559
56,10,1.6701,0.000116874
56,11,1.72285,0.000121188
56,12,1.77619,0.000125503
56,13,1.83006,0.000129818
56,14,1.88441,0.000134132
56,15,1.93921,0.000138447
56,16,1.99442,0.000142762
56,17,2.05,0.000147076
56,18,2.10593,0.000151391
56,19,2.16218,0.000155706
56,20,2.21872,0.00016002
56,21,2.27554,0.000164335
56,22,2.33261,0.00016865
56,23,2.38991,0.000172964
56,24,2.44744,0.000177279
56,25,2.50516,0.000181594
56,26,2.56308,0.000185908
56,27,2.62117,0.000190223
56,28,2.67943,0.000194538
56,29,2.73785,0.000198852
56,30,2.7964,0.000203167
56,31,2.8551,0.000207482
56,32,2.91392,0.000211796
56,33,2.97287,0.000216111
56,34,3.03192,0.000220426
56,35,3.09109,0.00022474
56,36,3.15035,0.000229055
56,37,3.20971,0.00023337
56,38,3.26916,0.000237684
56,39,3.3287,0.000241999
56,40,3.38832,0.000246314
56,41,3.44801,0.000250628
56,42,3.50778,0.000254943
56,43,3.56761,0.000259258
56,44,3.62751,0.000263572
56,45,3.68748,0.000267887
56,46,3.7475,0.000272202
56,47,3.80758,0.000276516
56,48,3.86771,0.000280831
56,49,3.9279,0.000285146
56,50,3.98813,0.00028946
56,51,4.04841,0.000293775
56,52,4.10874,0.00029809
56,53,4.1691,0.000302404
56,54,4.22951,0.000306719
56,55,4.28996,0.000311034
56,56,4.35045,0.000315348
56,57,4.41097,0.000319663
56,58,4.47153,0.000323978
56,59,4.53212,0.000328292
56,60,4.59275,0.000332607
56,61,4.6534,0.000336922
56,62,4.71408,0.000341236
56,63,4.7748,0.000345551
56,64,4.83554,0.000349866
56,65,4.8963,0.00035418
56,66,4.95709,0.000358495
56,67,5.01791,0.00036281
56,68,5.07875,0.000367124
56,69,5.13961,0.000371439
56,70,5.20049,0.000375754
56,71,5.2614,0.000380068
56,72,5.32232,0.000384383
56,73,5.38327,0.000388698
56,74,5.44423,0.000393012
56,75,5.50522,0.000397327
56,76,5.56622,0.000401642
56,77,5.62724,0.000405956
56,78,5.68827,0.000410271
56,79,5.74932,0.000414586
56,80,5.81039,0.0004189
56,81,5.87147,0.000423215
56,82,5.93257,0.00042753
56,83,5.99368,0.000431844
56,84,6.0548,0.000436159
56,85,6.11594,0.000440474
56,86,6.17709,0.000444788
56,87,6.23825,0.000449103
56,88,6.29943,0.000453418
56,89,6.36062,0.000457732
56,90,6.42182,0.000462047
56,91,6.48303,0.000466362
56,92,6.54425,0.000470676
56,93,6.60548,0.000474991
56,94,6.66673,0.000479306
56,95,6.72798,0.00048362
56,96,6.78924,0.000487935
56,97,6.85051,0.00049225
56,98,6.91179,0.000496564
56,99,6.97308,0.000500879
57,0,1.17045,7.60758e-05
57,1,1.21041,8.01429e-05
57,2,1.25164,8.42101e-05
57,3,1.29403,8.82772e-05
57,4,1.33748,9.23444e-05
57,5,1.38187,9.64115e-05
57,6,1.42713,0.000100479
57,7,1.47317,0.000104546
57,8,1.51992,0.000108613
57,9,1.56732,0.00011268
57,10,1.61531,0.000116747
57,11,1.66384,0.000120814
57,12,1.71286,0.000124882
57,13,1.76234,0.000128949
57,14,1.81223,0.000133016
57,15,1.8625,0.000137083
57,16,1.91313,0.00014115
57,17,1.96408,0.000145217
57,18,2.01533,0.000149284
57,19,2.06685,0.000153352
57,20,2.11864,0.000157419
57,21,2.17066,0.000161486
57,22,2.22291,0.000165553
57,23,2.27536,0.00016962
57,24,2.32801,0.000173687
57,25,2.38084,0.000177755
57,26,2.43383,0.000181822
57,27,2.48699,0.000185889
57,28,2.54029,0.000189956
57,29,2.59373,0.000194023
57,30,2.6473,0.00019809
57,31,2.70099,0.000202157
57,32,2.7548,0.000206225
57,33,2.80871,0.000210292
57,34,2.86273,0.000214359
57,35,2.91685,0.000218426
57,36,2.97106,0.000222493
57,37,3.02535,0.00022656
57,38,3.07973,0.000230627
57,39,3.13418,0.000234695
57,40,3.18871,0.000238762
57,41,3.24331,0.000242829
57,42,3.29797,0.000246896
57,43,3.3527,0.000250963
57,44,3.40749,0.00025503
57,45,3.46234,0.000259097
57,46,3.51724,0.000263165
57,47,3.57219,0.000267232
57,48,3.62719,0.000271299
57,49,3.68224,0.000275366
57,50,3.73734,0.000279433
57,51,3.79248,0.0002835
57,52,3.84766,0.000287568
57,53,3.90288,0.000291635
57,54,3.95814,0.000295702
57,55,4.01344,0.000299769
57,56,4.06877,0.000303836
57,57,4.12414,0.000307903
57,58,4.17953,0.00031197
57,59,4.23496,0.000316038
57,60,4.29042,0.000320105
57,61,4.34591,0.000324172
57,62,4.40142,0.000328239
57,63,4.45696,0.000332306
57,64,4.51253,0.000336373
57,65,4.56812,0.00034044
57,66,4.62374,0.000344508
57,67,4.67938,0.000348575
57,68,4.73504,0.000352642
57,69,4.79072,0.000356709
57,70,4.84643,0.000360776
57,71,4.90215,0.000364843
57,72,4.95789,0.000368911
57,73,5.01365,0.000372978
57,74,5.06943,0.000377045
57,75,5.12523,0.000381112
57,76,5.18104,0.000385179
57,77,5.23687,0.000389246
57,78,5.29272,0.000393313
57,79,5.34858,0.000397381
57,80,5.40445,0.000401448
57,81,5.46034,0.000405515
57,82,5.51625,0.000409582
57,83,5.57217,0.000413649
57,84,5.6281,0.000417716
57,85,5.68404,0.000421783
57,86,5.74,0.000425851
57,87,5.79596,0.000429918
57,88,5.85194,0.000433985
57,89,5.90793,0.000438052
57,90,5.96394,0.000442119
57,91,6.01995,0.000446186
57,92,6.07597,0.000450254
57,93,6.13201,0.000454321
57,94,6.18805,0.000458388
57,95,6.2441,0.000462455
57,96,6.30016,0.000466522
57,97,6.35623,0.000470589
57,98,6.41231,0.000474656
57,99,6.4684,0.000478724
58,0,1.15207,7.83302e-05
58,1,1.1902,8.21995e-05
58,2,1.22937,8.60688e-05
58,3,1.26949,8.99381e-05
58,4,1.31048,9.38073e-05
58,5,1.35225,9.76766e-05
58,6,1.39474,0.000101546
58,7,1.43788,0.000105415
58,8,1.48161,0.000109285
58,9,1.52588,0.000113154
58,10,1.57066,0.000117023
58,11,1.61588,0.000120892
58,12,1.66153,0.000124762
58,13,1.70756,0.000128631
58,14,1.75395,0.0001325
58,15,1.80066,0.00013637
58,16,1.84768,0.000140239
58,17,1.89497,0.000144108
58,18,1.94253,0.000147977
58,19,1.99032,0.000151847
58,20,2.03834,0.000155716
58,21,2.08657,0.000159585
58,22,2.135,0.000163455
58,23,2.1836,0.000167324
58,24,2.23238,0.000171193
58,25,2.28131,0.000175062
58,26,2.33039,0.000178932
58,27,2.37961,0.000182801
58,28,2.42896,0.00018667
58,29,2.47844,0.00019054
58,30,2.52803,0.000194409
58,31,2.57773,0.000198278
58,32,2.62754,0.000202148
58,33,2.67744,0.000206017
58,34,2.72743,0.000209886
58,35,2.77751,0.000213755
58,36,2.82767,0.000217625
58,37,2.87791,0.000221494
58,38,2.92823,0.000225363
58,39,2.97861,0.000229233
58,40,3.02906,0.000233102
58,41,3.07958,0.000236971
58,42,3.13016,0.00024084
58,43,3.18079,0.00024471
58,44,3.23148,0.000248579
58,45,3.28222,0.000252448
58,46,3.33301,0.000256318
58,47,3.38385,0.000260187
58,48,3.43473,0.000264056
58,49,3.48566,0.000267925
58,50,3.53663,0.000271795
58,51,3.58763,0.000275664
58,52,3.63868,0.000279533
58,53,3.68977,0.000283403
58,54,3.74088,0.000287272
58,55,3.79204,0.000291141
58,56,3.84322,0.000295011
58,57,3.89444,0.00029888
58,58,3.94568,0.000302749
58,59,3.99696,0.000306618
58,60,4.04826,0.000310488
58,61,4.09959,0.000314357
58,62,4.15094,0.000318226
58,63,4.20232,0.000322096
58,64,4.25373,0.000325965
58,65,4.30515,0.000329834
58,66,4.3566,0.000333703
58,67,4.40807,0.000337573
58,68,4.45956,0.000341442
58,69,4.51107,0.000345311
58,70,4.5626,0.000349181
58,71,4.61415,0.00035305
58,72,4.66571,0.000356919
58,73,4.7173,0.000360788
58,74,4.76889,0.000364658
58,75,4.82051,0.000368527
58,76,4.87214,0.000372396
58,77,4.92379,0.000376266
58,78,4.97545,0.000380135
58,79,5.02713,0.000384004
58,80,5.07882,0.000387874
58,81,5.13052,0.000391743
58,82,5.18224,0.000395612
58,83,5.23397,0.000399481
58,84,5.28571,0.000403351
58,85,5.33746,0.00040722
58,86,5.38923,0.000411089
58,87,5.44101,0.000414959
58,88,5.49279,0.000418828
58,89,5.54459,0.000422697
58,90,5.5964,0.000426566
58,91,5.64822,0.000430436
58,92,5.70005,0.000434305
58,93,5.75188,0.000438174
58,94,5.80373,0.000442044
58,95,5.85559,0.000445913
58,96,5.90745,0.000449782
58,97,5.95933,0.000453651
58,98,6.01121,0.000457521
58,99,6.0631,0.00046139
59,0,1.13579,8.04798e-05
59,1,1.17247,8.41874e-05
59,2,1.21001,8.78951e-05
59,3,1.24834,9.16027e-05
59,4,1.28738,9.53103e-05
59,5,1.32707,9.90179e-05
59,6,1.36735,0.000102726
59,7,1.40818,0.000106433
59,8,1.44951,0.000110141
59,9,1.49129,0.000113848
59,10,1.5335,0.000117556
59,11,1.57608,0.000121264
59,12,1.61903,0.000124971
59,13,1.66229,0.000128679
59,14,1.70587,0.000132386
59,15,1.74972,0.000136094
59,16,1.79383,0.000139802
59,17,1.83818,0.000143509
59,18,1.88276,0.000147217
59,19,1.92754,0.000150924
59,20,1.97252,0.000154632
59,21,2.01768,0.00015834
59,22,2.063,0.000162047
59,23,2.10849,0.000165755
59,24,2.15412,0.000169463
59,25,2.1999,0.00017317
59,26,2.2458,0.000176878
59,27,2.29183,0.000180585
59,28,2.33797,0.000184293
59,29,2.38422,0.000188001
59,30,2.43057,0.000191708
59,31,2.47702,0.000195416
59,32,2.52356,0.000199123
59,33,2.57019,0.000202831
59,34,2.6169,0.000206539
59,35,2.66368,0.000210246
59,36,2.71054,0.000213954
59,37,2.75747,0.000217662
59,38,2.80447,0.000221369
59,39,2.85153,0.000225077
59,40,2.89865,0.000228784
59,41,2.94582,0.000232492
59,42,2.99305,0.0002362
59,43,3.04033,0.000239907
59,44,3.08767,0.000243615
59,45,3.13504,0.000247322
59,46,3.18247,0.00025103
59,47,3.22993,0.000254738
59,48,3.27744,0.000258445
59,49,3.32499,0.000262153
59,50,3.37257,0.000265861
59,51,3.4202,0.000269568
59,52,3.46785,0.000273276
59,53,3.51554,0.000276983
59,54,3.56326,0.000280691
59,55,3.61101,0.000284399
59,56,3.6588,0.000288106
59,57,3.7066,0.000291814
59,58,3.75444,0.000295521
59,59,3.80231,0.000299229
59,60,3.85019,0.000302937
59,61,3.89811,0.000306644
59,62,3.94604,0.000310352
59,63,3.994,0.00031406
59,64,4.04198,0.000317767
59,65,4.08998,0.000321475
59,66,4.13801,0.000325182
59,67,4.18605,0.00032889
59,68,4.23411,0.000332598
59,69,4.28219,0.000336305
59,70,4.33028,0.000340013
59,71,4.3784,0.00034372
59,72,4.42653,0.000347428
59,73,4.47467,0.000351136
59,74,4.52283,0.000354843
59,75,4.57101,0.000358551
59,76,4.6192,0.000362259
59,77,4.66741,0.000365966
59,78,4.71563,0.000369674
59,79,4.76386,0.000373381
59,80,4.8121,0.000377089
59,81,4.86036,0.000380797
59,82,4.90863,0.000384504
59,83,4.95691,0.000388212
59,84,5.0052,0.000391919
59,85,5.05351,0.000395627
59,86,5.10182,0.000399335
59,87,5.15015,0.000403042
59,88,5.19848,0.00040675
59,89,5.24683,0.000410458
59,90,5.29518,0.000414165
59,91,5.34355,0.000417873
59,92,5.39192,0.00042158
59,93,5.4403,0.000425288
59,94,5.48869,0.000428996
59,95,5.53709,0.000432703
59,96,5.5855,0.000436411
59,97,5.63391,0.000440118
59,98,5.68234,0.000443826
59,99,5.73077,0.000447534
60,0,1.12127,8.2516e-05
60,1,1.15678,8.60894e-05
60,2,1.19301,8.96627e-05
60,3,1.22988,9.32361e-05
60,4,1.26735,9.68094e-05
60,5,1.30536,0.000100383
60,6,1.34387,0.000103956
60,7,1.38283,0.00010753
60,8,1.4222,0.000111103
60,9,1.46196,0.000114676
60,10,1.50208,0.00011825
60,11,1.54252,0.000121823
60,12,1.58326,0.000125396
60,13,1.62427,0.00012897
60,14,1.66555,0.000132543
60,15,1.70706,0.000136116
60,16,1.74879,0.00013969
60,17,1.79073,0.000143263
60,18,1.83287,0.000146836
60,19,1.87518,0.00015041
60,20,1.91766,0.000153983
60,21,1.96029,0.000157557
60,22,2.00308,0.00016113
60,23,2.04599,0.000164703
60,24,2.08904,0.000168277
60,25,2.13221,0.00017185
60,26,2.17549,0.000175423
60,27,2.21888,0.000178997
60,28,2.26237,0.00018257
60,29,2.30596,0.000186143
60,30,2.34963,0.000189717
60,31,2.39339,0.00019329
60,32,2.43723,0.000196863
60,33,2.48115,0.000200437
60,34,2.52514,0.00020401
60,35,2.5692,0.000207584
60,36,2.61332,0.000211157
60,37,2.6575,0.00021473
60,38,2.70174,0.000218304
60,39,2.74604,0.000221877
60,40,2.79039,0.00022545
60,41,2.8348,0.000229024
60,42,2.87925,0.000232597
60,43,2.92375,0.00023617
60,44,2.96829,0.000239744
60,45,3.01287,0.000243317
60,46,3.05749,0.00024689
60,47,3.10216,0.000250464
60,48,3.14686,0.000254037
60,49,3.19159,0.000257611
60,50,3.23636,0.000261184
60,51,3.28116,0.000264757
60,52,3.32599,0.000268331
60,53,3.37085,0.000271904
60,54,3.41575,0.000275477
60,55,3.46066,0.000279051
60,56,3.50561,0.000282624
60,57,3.55058,0.000286197
60,58,3.59558,0.000289771
60,59,3.64059,0.000293344
60,60,3.68564,0.000296918
60,61,3.7307,0.000300491
60,62,3.77579,0.000304064
60,63,3.82089,0.000307638
60,64,3.86602,0.000311211
60,65,3.91116,0.000314784
60,66,3.95632,0.000318358
60,67,4.0015,0.000321931
60,68,4.0467,0.000325504
60,69,4.09192,0.000329078
60,70,4.13715,0.000332651
60,71,4.18239,0.000336224
60,72,4.22766,0.000339798
60,73,4.27293,0.000343371
60,74,4.31822,0.000346945
60,75,4.36352,0.000350518
60,76,4.40884,0.000354091
60,77,4.45417,0.000357665
60,78,4.49951,0.000361238
60,79,4.54487,0.000364811
60,80,4.59023,0.000368385
60,81,4.63561,0.000371958
60,82,4.681,0.000375531
60,83,4.7264,0.000379105
60,84,4.77181,0.000382678
60,85,4.81723,0.000386251
60,86,4.86266,0.000389825
60,87,4.9081,0.000393398
60,88,4.95355,0.000396972
60,89,4.999,0.000400545
60,90,5.04447,0.000404118
60,91,5.08995,0.000407692
60,92,5.13543,0.000411265
60,93,5.18092,0.000414838
60,94,5.22642,0.000418412
60,95,5.27193,0.000421985
60,96,5.31744,0.000425558
60,97,5.36296,0.000429132
60,98,5.40849,0.000432705
60,99,5.45403,0.000436278
61,0,1.10828,8.44334e-05
61,1,1.14283,8.7894e-05
61,2,1.17798,9.13545e-05
61,3,1.21367,9.48151e-05
61,4,1.24985,9.82756e-05
61,5,1.28648,0.000101736
61,6,1.32352,0.000105197
61,7,1.36095,0.000108657
61,8,1.39872,0.000112118
61,9,1.43682,0.000115578
61,10,1.47521,0.000119039
61,11,1.51388,0.000122499
61,12,1.5528,0.00012596
61,13,1.59195,0.000129421
61,14,1.63132,0.000132881
61,15,1.6709,0.000136342
61,16,1.71067,0.000139802
61,17,1.75061,0.000143263
61,18,1.79071,0.000146723
61,19,1.83097,0.000150184
61,20,1.87137,0.000153644
61,21,1.91191,0.000157105
61,22,1.95257,0.000160566
61,23,1.99335,0.000164026
61,24,2.03424,0.000167487
61,25,2.07524,0.000170947
61,26,2.11633,0.000174408
61,27,2.15752,0.000177868
61,28,2.19879,0.000181329
61,29,2.24015,0.000184789
61,30,2.28159,0.00018825
61,31,2.3231,0.000191711
61,32,2.36468,0.000195171
61,33,2.40633,0.000198632
61,34,2.44804,0.000202092
61,35,2.48981,0.000205553
61,36,2.53163,0.000209013
61,37,2.57351,0.000212474
61,38,2.61545,0.000215934
61,39,2.65743,0.000219395
61,40,2.69946,0.000222855
61,41,2.74153,0.000226316
61,42,2.78365,0.000229777
61,43,2.82581,0.000233237
61,44,2.868,0.000236698
61,45,2.91024,0.000240158
61,46,2.95251,0.000243619
61,47,2.99481,0.000247079
61,48,3.03715,0.00025054
61,49,3.07951,0.000254
61,50,3.12191,0.000257461
61,51,3.16434,0.000260922
61,52,3.20679,0.000264382
61,53,3.24928,0.000267843
61,54,3.29178,0.000271303
61,55,3.33431,0.000274764
61,56,3.37687,0.000278224
61,57,3.41945,0.000281685
61,58,3.46205,0.000285145
61,59,3.50467,0.000288606
61,60,3.54731,0.000292067
61,61,3.58997,0.000295527
61,62,3.63265,0.000298988
61,63,3.67535,0.000302448
61,64,3.71807,0.000305909
61,65,3.7608,0.000309369
61,66,3.80355,0.00031283
61,67,3.84632,0.00031629
61,68,3.8891,0.000319751
61,69,3.9319,0.000323211
61,70,3.97471,0.000326672
61,71,4.01754,0.000330133
61,72,4.06037,0.000333593
61,73,4.10323,0.000337054
61,74,4.14609,0.000340514
61,75,4.18897,0.000343975
61,76,4.23186,0.000347435
61,77,4.27476,0.000350896
61,78,4.31767,0.000354356
61,79,4.36059,0.000357817
61,80,4.40353,0.000361278
61,81,4.44647,0.000364738
61,82,4.48942,0.000368199
61,83,4.53239,0.000371659
61,84,4.57536,0.00037512
61,85,4.61834,0.00037858
61,86,4.66133,0.000382041
61,87,4.70433,0.000385501
61,88,4.74734,0.000388962
61,89,4.79036,0.000392423
61,90,4.83338,0.000395883
61,91,4.87642,0.000399344
61,92,4.91946,0.000402804
61,93,4.9625,0.000406265
61,94,5.00556,0.000409725
61,95,5.04862,0.000413186
61,96,5.09169,0.000416646
61,97,5.13476,0.000420107
61,98,5.17784,0.000423567
61,99,5.22093,0.000427028
62,0,1.09663,8.62341e-05
62,1,1.1304,8.9599e-05
62,2,1.16466,9.29639e-05
